Message-Topic(e1,e2)	The local <e1> newspaper </e1> keeps New Brighton residents informed on various <e2> events </e2> in the city.
Instrument-Agency(e2,e1)	The combined <e1> beam </e1> forms a picture using a light <e2> valve </e2>.
Product-Producer(e1,e2)	The <e1> music </e1> was composed by a <e2> musician </e2> who was not known outside his village.
Cause-Effect(e2,e1)	<e1> Smoke </e1> from wood <e2> fires </e2> in Tutbury Castle in Nottingham was considered unendurable by Eleanor of Aquitaine, wife of Henry II, causing her to move out in 1157.
Entity-Destination(e1,e2)	Those <e1> aliens </e1> travel to the deep <e2> space </e2> in seconds.
Instrument-Agency(e2,e1)	The <e1> user </e1> is cooling a processor with a power usage of 35W, using a conventional <e2> heatsink </e2>.
Cause-Effect(e2,e1)	The <e1> increase </e1> is caused by the <e2> absorption </e2> of UV radiation by the oxygen and ozone.
Content-Container(e1,e2)	The tray is also used to hold the <e1> cutlery </e1> in a kitchen <e2> drawer </e2>.
Other	The court sent the <e1> drug addict </e1> into <e2> hibernation </e2>.
Member-Collection(e2,e1)	Another small <e1> devision </e1> of <e2> archers </e2> was sent towards Gots to inforse united army.
Component-Whole(e1,e2)	The group made the <e1> cover </e1> of Rolling Stone <e2> magazine </e2> on March 29, 1973, 3 months after this was released.
Entity-Origin(e1,e2)	They show that substantial <e1> intelligence </e1> was gained from pocket <e2> litter </e2> (materials found on detainees when they were captured).
Product-Producer(e2,e1)	On Wednesday High Speed Two, a government-backed <e1> company </e1> of engineers and experts who have drawn up the <e2> proposals </e2>, gave their report to Adonis.
Entity-Destination(e1,e2)	To pass the time, he put a <e1> penny </e1> into two different coin-operated weight <e2> machines </e2> and got readings of 106 pounds and 200 pounds.
Message-Topic(e1,e2)	Their <e1> texts </e1> made reference to ancient <e2> civilisation </e2> like Atlantis.
Cause-Effect(e2,e1)	Take medicine to reduce sneezing and <e1> coughing </e1> from <e2> allergies </e2>.
Content-Container(e1,e2)	We had breakfast and the <e1> chai </e1> was in a <e2> glass </e2> which I found a little strange.
Entity-Destination(e1,e2)	Multi-keypad <e1> devices </e1> are added into upcoming AT&T <e2> phones </e2>.
Content-Container(e1,e2)	Many of the <e1> ingredients </e1> in a gourmet <e2> basket </e2> are vaguely familiar, but they have been taken to the ultimate level in luxury.
Component-Whole(e2,e1)	A <e1> device </e1> consisting of fixed and moving <e2> parts </e2> that modifies mechanical energy and transmits it in a more useful form.
Message-Topic(e1,e2)	As discussed in the <e1> literature </e1>, several experimental <e2> problems </e2> have not been solved.
Component-Whole(e1,e2)	The safety <e1> valve </e1> of the first <e2> tank </e2> was actuated after 16 min and 27 s, while the safety valve of the second tank was actuated after 16 min and 53 s.
Instrument-Agency(e2,e1)	<e1> Authors </e1> use a RadioButtonGroup <e2> control </e2> for this purpose.
Entity-Destination(e1,e2)	200000 <e1> doses </e1> of smallpox vaccine have been shipped to 35 <e2> states </e2>.
Content-Container(e1,e2)	<e1> Ferrets </e1> in a <e2> sack </e2> show more politesse.
Entity-Origin(e1,e2)	In this slideshow, images and quotes by <e1> artists </e1> from past <e2> seasons </e2> of Art:21 are juxtaposed to create a portrait of architecture in contemporary art.
Entity-Destination(e1,e2)	The <e1> urine </e1> was drained into the urine <e2> bag </e2>.
Other	Showing interest in something is a large step towards <e1> happiness </e1> after <e2> depression </e2>.
Content-Container(e1,e2)	The green <e1> suitcase </e1> was inside a larger tan <e2> suitcase </e2>, which also contained a set of baby rosary beads, a religious picture, a picture of a 5-year-old girl and a card that read "Birthday Prayer".
Other	By now, my <e1> friends </e1> are familiar with my almost english <e2> obsession </e2> with toast.
Product-Producer(e2,e1)	Two <e1> plants </e1> were producing cold-smoked <e2> salmon </e2>, the third plant was producing semi-preserved herring and the fourth plant was producing caviar.
Other	The <e1> charges </e1> originated in an attempted <e2> blackmail </e2> against Moti, a constitutional lawyer and Australian citizen, in Vanuatu in 1997-98.
Component-Whole(e2,e1)	The Beatles' 1967 album Sgt. Pepper's Lonely Hearts Club Band has a widely-recognized <e1> album </e1> <e2> cover </e2> which depicts several dozen celebrities and other images.
Entity-Destination(e1,e2)	<e1> Audiences </e1> are dragged into Troi's counseling <e2> sessions </e2>.
Component-Whole(e1,e2)	The fins extend beyond the <e1> hull </e1> of the <e2> vessel </e2> below the waterline, and alter their angle of attack depending upon heel angle of the vessel.
Entity-Destination(e1,e2)	The <e1> passenger </e1> was placed into a small <e2> room </e2> before being transported to Harborview Medical Center for treatment.
Content-Container(e1,e2)	They went to the mall where my <e1> wallet </e1> was locked in a <e2> safe </e2> that very few people knew how to open, but they persevered.
Component-Whole(e1,e2)	The fragment that first caught the eye of Stais was one of the corroded, inscribed <e1> plates </e1> that is an integral part of the Antikythera <e2> mechanism </e2>, as the device later came to be called.
Instrument-Agency(e2,e1)	The index finger was placed inside a normal <e1> outfielder </e1>'s <e2> glove </e2>, but it seemed placed at an angle where it has a difficult time assisting in the closing of the glove around the ball.
Instrument-Agency(e1,e2)	The <e1> electricity </e1> used for distillery <e2> operations </e2> has been estimated at 12.9 kWh/tonne cane, with a best available technology rate of 9.6 kWh/tonne cane.
Entity-Destination(e1,e2)	Researchers placed the compound in a <e1> tube </e1>, which then was put inside a <e2> magnet </e2>.
Cause-Effect(e2,e1)	Generally it appears that most of the <e1> damage </e1> was caused by the winds and the rough <e2> seas </e2>.
Other	<e1> Radiology </e1> is the branch or specialty of medicine that deals with the study and application of <e2> imaging technology </e2>.
Cause-Effect(e2,e1)	World practices have shown that often local authorities are quicker to respond to the natural <e1> disasters </e1> caused by the climate <e2> change </e2>.
Product-Producer(e1,e2)	Earthly Powers is a meta-novel, then, an unexpected <e1> masterpiece </e1> by a mediocre <e2> novelist </e2>.
Content-Container(e1,e2)	This is usually accomplished by placing the <e1> ball </e1> in a wire <e2> basket </e2> or container that substantially conforms to the shape of the ball.
Other	There are four locations of this restaurant, owned by the Buckley <e1> company </e1> of Dublin <e2> butchers </e2>.
Member-Collection(e2,e1)	The lower <e1> house </e1> was composed of elected <e2> representatives </e2>.
Entity-Origin(e2,e1)	Therefore, a different method is used, involving a condom, some <e1> strawberry </e1> <e2> syrup </e2>, and a piece of 1/2" aluminium plating (not as kinky as it sounds).
Cause-Effect(e2,e1)	The funds raised through this appeal have a direct impact on the people affected by the severe <e1> devastations </e1> caused by the <e2> storms </e2>.
Product-Producer(e1,e2)	The popcorn <e1> truck </e1> was improvised by an Armenian cabinet <e2> maker </e2> who came here in 1914 to escape Turkish massacres.
Member-Collection(e2,e1)	Every morning / night we have a <e1> psittacosis </e1> of green <e2> parrots </e2> doing a couple of loops around our house.
Product-Producer(e1,e2)	The <e1> book </e1> by the death-march <e2> survivor </e2> constitutes the basis of the case.
Other	The <e1> harness </e1> was in a <e2> chest </e2>.
Entity-Origin(e1,e2)	The <e1> drug </e1> release from the <e2> microcapsules </e2> was diffusion controlled.
Product-Producer(e2,e1)	The R&B <e1> singer </e1> has issued a <e2> statement </e2> expressing remorse 'over what transpired' and saying he is seeking counselling.
Other	As the group ventures deeper into the forest, the eerie <e1> realm </e1> unleashes its <e2> spirits </e2> unto the intruders, killing them one by one.
Member-Collection(e1,e2)	The <e1> chairman </e1> of the <e2> political party </e2> or the independent/primary candidate entitled to representatives, as appropriate, must provide a notice of authorization.
Product-Producer(e2,e1)	Whenever we try a new butcher we always buy the <e1> butcher </e1>'s <e2> sausage </e2> first.
Component-Whole(e1,e2)	This was demonstrated for a <e1> servomotor </e1> driven-robot <e2> arm </e2> using a computer simulation.
Other	Preventing <e1> stream </e1> and riverbank <e2> erosion </e2> is one of the main focuses in riparian protection and restoration.
Product-Producer(e1,e2)	The <e1> film </e1>'s star, writer and <e2> director </e2>, Tommy Wiseau, has claimed it to be a black comedy, but other actors involved in the production believe it was supposed to be a melodramatic romance.
Message-Topic(e1,e2)	His graduation <e1> thesis </e1> supplied valuable <e2> background information </e2> on the subject of the duel.
Message-Topic(e2,e1)	His <e1> career </e1> was most recently summarised in John Bray's <e2> biography </e2> of Gallienus.
Message-Topic(e1,e2)	Its <e1> collections </e1> illustrate admirably the <e2> natural history </e2>, archeology and art of Southern India.
Cause-Effect(e2,e1)	<e1> Outbreaks </e1> caused by the oral vaccine's live <e2> virus </e2> have happened before.
Component-Whole(e1,e2)	He took a <e1> ring </e1> <e2> folder </e2>, and a pad of paper suitably punched to fit the ring folder.
Instrument-Agency(e2,e1)	In tele-operation, a human <e1> operator </e1> manipulates a control <e2> stick </e2> to generate a command signal so that a robot performs a specified task.
Component-Whole(e2,e1)	The site contained photos of female celebrities exposing their <e1> belly </e1> <e2> buttons </e2>.
Member-Collection(e2,e1)	Despite being a fan of 1860 Munich, he ended up playing for the youth <e1> squad </e1> of their <e2> rivals </e2>, Bayern Munich, in 1959.
Message-Topic(e2,e1)	<e1> Results </e1> from this testing were presented in a previous technical progress <e2> report </e2> for this project.
Message-Topic(e1,e2)	The <e1> programmes </e1> explored Britain's favourite <e2> games </e2> across a century of childhood.
Entity-Origin(e1,e2)	On Sunday afternoon, <e1> passengers </e1> on the United flight were leaving the <e2> airport </e2> after being taken to a room there for about three hours.
Cause-Effect(e2,e1)	The <e1> compromise </e1> resolved the crisis through a series of secret <e2> negotiations </e2> involving Republican and Democratic politicians and various interest groups.
Other	<e1> Men </e1> work inside a <e2> caisson </e2> while excavating for bridge foundations.
Entity-Origin(e2,e1)	In other words, when the <e1> teacher </e1> is the source of the <e2> information </e2>, the learning path tends to be teacher-to-learner.
Member-Collection(e2,e1)	Several merry answers were made to my question, which entertained us 'till bed time, and filled my mind with a <e1> huddle </e1> of <e2> ideas </e2>.
Content-Container(e2,e1)	A passenger was taken into custody after trying to bring a <e1> suitcase </e1> full of <e2> cocaine </e2> onto a plane at Philadelphia International Airport.
Entity-Origin(e1,e2)	A <e1> man </e1> who absconded from a <e2> hospital </e2> in Abergavenny has been found by police.
Entity-Destination(e1,e2)	Unlike our expectation, this <e1> religion </e1> is spreading faster into the <e2> country </e2>.
Message-Topic(e1,e2)	This <e1> book </e1> approaches <e2> painting </e2> in a traditional manner with an extreme sensitivity to light and texture.
Entity-Origin(e1,e2)	An initial Phase 1 <e1> packet </e1> arrived from an unrecognized peer <e2> gateway </e2>.
Entity-Destination(e1,e2)	After wrapping him in a light blanket, they placed the <e1> infant </e1> in the <e2> cradle </e2> his father had carved for him.
Instrument-Agency(e2,e1)	The <e1> nurse </e1> wields the <e2> scalpel </e2>.
Entity-Destination(e1,e2)	<e1> Mosquitoes </e1> are spreading into new <e2> places </e2>, bringing malaria and dengue fever with them.
Product-Producer(e2,e1)	Beginning in 1939, the <e1> factory </e1>'s passenger <e2> cars </e2> were sold under the Moskvitch ("Muscovite") brand.
Content-Container(e2,e1)	The <e1> bathtub </e1> was full of <e2> books </e2>, and extra space became paramount.
Message-Topic(e1,e2)	Zhao Guoxiang in his <e1> speech </e1> pointed out that this <e2> competition </e2> is an important measure for the cultivation of academic atmosphere.
Content-Container(e1,e2)	The fine powder was loaded into a rubber bag of 3/4" diameter and the <e1> bag </e1> was contained in a stainless or plastic <e2> sheath </e2>.
Component-Whole(e2,e1)	This absorbency is important in a <e1> candle </e1> because the <e2> wick </e2> needs to absorb liquid wax and move it upward while the candle is burning.
Entity-Destination(e1,e2)	The light <e1> combustibles </e1> are dropped in to a <e2> bunker </e2> as the combustible fuel for use in the steam boiler for generation of steam.
Content-Container(e1,e2)	An aborted 7-month-old <e1> fetus </e1> was found in a gift <e2> box </e2> under a Christmas tree.
Other	Frequently the <e1> author </e1> departs from an <e2> explanation </e2> of what has transpired and the facts and forces pertaining to the action.
Entity-Origin(e2,e1)	In this constitution the <e1> people </e1> was the source of all <e2> powers </e2>, but it exercised none.
Component-Whole(e1,e2)	The predominant mixing action is to shear the mixing compound between the <e1> rotors </e1> of the <e2> mixer </e2>, and the distance between the rotors is less than the rotor diameter.
Other	The <e1> band </e1> performs with a high level of <e2> musicality </e2>, energy and spirit while combining sensitive group interplay with dynamic solo improvisations.
Content-Container(e1,e2)	The <e1> glass bottle </e1> was contained in a <e2> wire mesh basket </e2> in case of explosion.
Instrument-Agency(e1,e2)	The <e1> installation </e1> powered a 100 horsepower (75 kW) synchronous <e2> motor </e2> at Telluride.
Member-Collection(e2,e1)	Merolchazzar, the high-priest, muttered something about the anger of the Gods at the toleration shown to a <e1> sect </e1> of impious <e2> heretics </e2> who ate pigeons broiled, " whereas," said he, "our religion commands us to eat them roasted."
Other	The <e1> process </e1> builds many <e2> features </e2> into the product that translate into benefits for you.
Instrument-Agency(e2,e1)	A shirtless <e1> farmer </e1> toils to plow the soil with a <e2> hand-cultivator </e2> while his wife quietly follows with seeds for the freshly turned earth.
Message-Topic(e1,e2)	The latter <e1> course </e1> explained the biological <e2> phenomena </e2> in a mathematical way.
Component-Whole(e2,e1)	The <e1> flat </e1> has a fully equipped kitchen, BBQ, two <e2> bathrooms </e2>, internet, sky and an indoor pool.
Member-Collection(e1,e2)	<e1> Fish </e1> gather in a <e2> shoal </e2>, a shallow place in a river or lake.
Other	Where a worker works in a <e1> factory </e1> for more than nine <e2> hours </e2> in any day or for more than forty-eight hours in any week, he shall be entitled to wages at the rate of twice his ordinary rate of wages.
Member-Collection(e2,e1)	They raided a house behind Mustapha's residence and seized a <e1> cache </e1> of <e2> arms </e2>, weapons and explosives.
Other	The <e1> work </e1> is rooted in an <e2> effort </e2> to demonstrate commonality between the arts by focusing on classical rhetoric as the main discursive agency.
Entity-Origin(e1,e2)	Republican senators hammered White House science officials about the <e1> emails </e1> leaked from prominent climate <e2> scientists </e2> two weeks ago.
Other	Thermocerin is a powerful fat <e1> burner </e1> that works with a combination of natural <e2> herbs </e2> such as White and Green Tea, Capsaicin, and Caffeine.
Other	Peter Wayner, a <e1> technology </e1> <e2> writer </e2>, struggles with how to respond to the widespread piracy of his books online.
Component-Whole(e1,e2)	Even the <e1> hinges </e1> of the <e2> refrigerator </e2> are hidden to provide a clean edged look.
Cause-Effect(e2,e1)	So solar thermal power generation works essentially the same as generation from fossil fuels except that instead of using steam produced from the combustion of fossil fuels, the <e1> steam </e1> is produced by the <e2> heat </e2> collected from sunlight.
Member-Collection(e2,e1)	Since we see an <e1> array </e1> of spectral <e2> colors </e2>, it led him to the conclusion that color is a perceptual experience that depends on the wavelength of the light.
Other	But the <e1> problem </e1> requires a broader <e2> solution </e2> - one that is consistent with the new U.S. commitment to cross-border cooperation.
Other	The size of the <e1> assemblies </e1> grows from the byssus substrate <e2> interface </e2> to the transition layer.
Entity-Destination(e1,e2)	Virgin spaceship takes <e1> visitors </e1> into <e2> suborbital space </e2>.
Member-Collection(e2,e1)	David and I have the same "vision" for our <e1> kennel </e1> of <e2> dogs </e2> and share the same philosophy in what we want our Labradors to represent.
Member-Collection(e2,e1)	The street outside the side entrance was decked, however, with three limousines double-parked and a <e1> squad </e1> of motorcycle <e2> policemen </e2> stood at the door.
Entity-Origin(e2,e1)	The production of <e1> rice </e1> <e2> spirits </e2> in South China, such as the well-known Guiling Shanhua Spirit, kept using the same method described above until the first half of this century.
Instrument-Agency(e2,e1)	The <e1> software </e1> creates pictures using random <e2> algorithms </e2>, and prints them in sections on multiple pages which can be trimmed and assembled to fashion large posters.
Cause-Effect(e1,e2)	<e1> Autonomic imbalance </e1> is one of the multifactorial causes of essential <e2> hypertension </e2> currently.
Instrument-Agency(e2,e1)	Sitting on wooden benches, in strong, concealed positions, the enemy machine <e1> gunners </e1> tore the platoon to shreds with their murderous <e2> weapons </e2>.
Product-Producer(e2,e1)	Toda has established himself as the world's foremost <e1> folder </e1> of paper <e2> planes </e2>.
Message-Topic(e1,e2)	The <e1> exhibition </e1> explores the <e2> ideas </e2> and beliefs of people in the Middle Ages.
Other	Narrative <e1> identity </e1> takes part in the story's <e2> movement </e2>, in the dialectic between order and disorder.
Message-Topic(e1,e2)	Again you make professional <e1> judgements </e1> regarding their relative <e2> value </e2>.
Component-Whole(e1,e2)	Some nails are more difficult to remove than others from the <e1> shank </e1> of the <e2> shoe </e2>.
Component-Whole(e2,e1)	He kept collecting those <e1> book </e1> <e2> titles </e2>, and sent them to me for our next reading list.
Message-Topic(e1,e2)	The following <e1> discussion </e1> centered mainly around the <e2> issue </e2> of photographing children.
Member-Collection(e2,e1)	It was the only living thing in sight except for a stationary <e1> cloud </e1> of hysterical <e2> gnats </e2> suspended in the heat above the road.
Cause-Effect(e2,e1)	As I move closer to the kitchen, the steady <e1> hum </e1> of the <e2> refrigerator </e2> grows stronger.
Member-Collection(e1,e2)	He changed perspective cricketers view, on role of wicket <e1> keeper </e1> in the <e2> team </e2>.
Product-Producer(e1,e2)	I have long been an ardent admirer, user, and buyer of the <e1> knitwear </e1> produced by this excellent <e2> company </e2> based in the small borders town of Hawick.
Entity-Origin(e1,e2)	To strengthen, if needed, maybe some sinister reference to the <e1> pea </e1> having got out from under the <e2> mattress </e2>.
Other	The real <e1> output </e1> per capita is running into inherent <e2> barriers </e2>.
Cause-Effect(e1,e2)	Fatty <e1> acid </e1> and phospholipid chlorohydrins cause cell stress and endothelial <e2> adhesion </e2>.
Entity-Destination(e1,e2)	Nuclear <e1> material </e1> of Trypanosoma brucei is imported into the <e2> mitochondria </e2>.
Entity-Destination(e1,e2)	Lately, even women inject <e1> steroids </e1> into their <e2> muscles </e2>.
Other	The Earth was the center of the universe, and the <e1> sky </e1> was enclosed in a <e2> dome </e2>.
Entity-Destination(e1,e2)	The enemy combatant <e1> case </e1> has moved into <e2> civilian courts </e2>.
Message-Topic(e1,e2)	It is the <e1> story </e1> of a <e2> teenager </e2> who finds himself floating on a raft down the Mississippi River with an escaping slave.
Message-Topic(e1,e2)	They are a collection of <e1> standards </e1> defining the allowed <e2> formats </e2> of Compact Discs.
Member-Collection(e2,e1)	Strora Enso has a wide <e1> range </e1> of white envelope <e2> papers </e2> developed for excellent runnability and printability.
Entity-Origin(e1,e2)	The origin of a <e1> cancer </e1> is from a single <e2> cell </e2>.
Member-Collection(e2,e1)	I had a <e1> nest </e1> of garter <e2> snakes </e2> in the crack between the sidewalk and foundation last year.
Message-Topic(e1,e2)	The old geological <e1> theory </e1> explained <e2> mountains </e2> as wrinkles made by the Earth shrinking as it cools down.
Component-Whole(e2,e1)	Our <e1> cutter </e1> has a <e2> staysail </e2> on a furler.
Content-Container(e1,e2)	My <e1> mint julep </e1> was in a <e2> glass </e2> I still own.
Entity-Destination(e1,e2)	The contaminated buildings that were buried have leaked <e1> radiation </e1> into the <e2> soil </e2>.
Instrument-Agency(e2,e1)	Another shows a <e1> worker </e1> with a <e2> cigarette </e2> dangling from his mouth, a lunch box popping out from under a well-muscled arm.
Content-Container(e2,e1)	When leaving on the walk, our guide gave one of our group a <e1> bottle </e1> with twenty <e2> re-hydration tablets </e2> in it.
Entity-Destination(e1,e2)	He accidentally dropped the <e1> file </e1> into the wrong <e2> folder </e2>.
Cause-Effect(e1,e2)	The new <e1> cigarettes </e1> cause headaches and <e2> nausea </e2> and contain dangerous chemicals.
Member-Collection(e1,e2)	The method examines the <e1> hypothesis </e1> <e2> stack </e2> of the decoder during recognition and picks the most likely terms before they are pruned.
Other	Bangladesh has urged India to do away with <e1> visas </e1> for <e2> travel </e2> between the two neighbours to boost trade.
Instrument-Agency(e2,e1)	A Canadian <e1> doctor </e1> cured me with only a <e2> massage </e2>.
Entity-Origin(e1,e2)	This past September, the convicted <e1> burglar </e1> escaped from an open <e2> prison </e2>.
Other	I made sure that the end could still slide freely over the <e1> dowel </e1> <e2> rod </e2>.
Entity-Destination(e1,e2)	He put a <e1> gallon </e1> into his <e2> cart </e2> and walked back to the front of the store.
Member-Collection(e2,e1)	They were a loose <e1> confederacy </e1> of various Arab <e2> lineages </e2> who were forged together in the eighteenth century by a common way of life and amalgamated in the twentieth century under their famous Shaykh (Sir) 'Ali al-Tom (1874-1937).
Message-Topic(e1,e2)	Local <e1> legend </e1> tells of a <e2> man </e2> unjustly hanged and a grave where no grass will grow.
Message-Topic(e2,e1)	It was noted that this <e1> policy </e1> had been considered at the last <e2> meeting </e2> of the Policy and Procedure Review.
Member-Collection(e1,e2)	<e1> Billionaires </e1> make up India's <e2> rich list </e2>.
Component-Whole(e2,e1)	An air <e1> freshener </e1> is constructed from <e2> parts </e2> to make a model of an object from everyday life, e.g. an airplane, insect, or bird.
Component-Whole(e1,e2)	As the driver passed Venne, one of the hooks caught the cyclist, dragging him under the <e1> wheels </e1> of the <e2> truck </e2>.
Entity-Destination(e1,e2)	People used to throw <e1> coins </e1> into this <e2> fountain </e2>.
Instrument-Agency(e2,e1)	The <e1> military </e1> uses <e2> sandbags </e2> for field fortifications, or as a temporary measure to protect civilian structures.
Entity-Destination(e1,e2)	The <e1> prophet </e1> was put into a vaulted <e2> cell </e2> in a dungeon, where he remained a long time.
Component-Whole(e1,e2)	Peg bags are the medium sized bags that hang in the candy <e1> isle </e1> of the <e2> store </e2>.
Cause-Effect(e1,e2)	On the hour, the <e1> clock </e1> plays a <e2> melody </e2> with motion.
Other	For example, a <e1> technology </e1> <e2> manufacturer </e2> undertook a seven-year, $200 million human resources outsourcing effort.
Cause-Effect(e2,e1)	Nurses' <e1> militancy </e1> stemmed from two different kinds of <e2> experiences </e2>.
Content-Container(e1,e2)	An i-Button is a globally unique <e1> computer chip </e1> enclosed in a 16mm <e2> steel case </e2>.
Instrument-Agency(e2,e1)	Four hours earlier, the <e1> electrician </e1> injured his eye with the blunt <e2> end </e2> of a screwdriver.
Content-Container(e1,e2)	He was shocked to find the <e1> mixes </e1> were in a <e2> box </e2> in his garage that was in mortal danger because rats had used it for nesting.
Other	This <e1> publication </e1> is supported by a <e2> grant </e2> from Merck.
Component-Whole(e2,e1)	A simple DC <e1> motor </e1> has a <e2> coil </e2> of wire that can rotate in a magnetic field.
Member-Collection(e2,e1)	The human psyche is seen to be a <e1> confederation </e1> of various <e2> aspects </e2> (e.g., cognition, affection, conation).
Component-Whole(e1,e2)	Nails grow out of deep folds in the <e1> skin </e1> of the <e2> fingers </e2> and toes.
Entity-Origin(e1,e2)	The <e1> plane </e1> took off westbound from the small airport's southernmost <e2> runway </e2> shortly before 6 p.m.
Cause-Effect(e2,e1)	The <e1> pollution </e1> from animal <e2> factories </e2> is also destroying parts of the world's oceans.
Member-Collection(e2,e1)	It is a shady retreat, close to a <e1> chain </e1> of shallow <e2> ponds </e2> near the lake shore.
Other	But O'Brien was proud of how his <e1> team </e1> finished a difficult <e2> season </e2>.
Entity-Destination(e1,e2)	The <e1> aircraft </e1> is landing into the <e2> sea </e2>.
Component-Whole(e2,e1)	As a result of this consolidation, the <e1> area </e1> comprised of these <e2> villages </e2> is now called Kalbach, but each village still has its own identity on a map.
Other	The <e1> achievements </e1> of Michael Phelps in the pool proved to be a major <e2> talking point </e2> for the riders.
Other	A remarkable <e1> combination </e1> of favourable <e2> circumstances </e2> saw the technology progress from the innovation phase - its trial in prototype form - through to adoption and widespread use, in only a few years.
Cause-Effect(e2,e1)	The NNT and NNH are useful indices to describe the trade-off between the benefit and the <e1> harm </e1> produced by a new <e2> treatment </e2>.
Component-Whole(e2,e1)	However, there are <e1> fish </e1> with <e2> lungs </e2> and fish without swim bladders.
Message-Topic(e1,e2)	The eleventh <e1> chapter </e1> is devoted entirely to <e2> architecture </e2>.
Cause-Effect(e2,e1)	<e1> Acne </e1> is caused by <e2> clogging </e2> of sebaceous (oil producing) glands on the skin.
Member-Collection(e2,e1)	Once the <e1> list </e1> of relevant <e2> patents </e2> appears, clicking on the patent number brings up the entire patent.
Entity-Origin(e1,e2)	In one of cinema's earliest and most famous screenings, the <e1> crowd </e1> ran away from the <e2> theatre </e2> after an approaching train appeared.
Instrument-Agency(e2,e1)	They infiltrated here and there, provoking the Russian <e1> military </e1> to liberate region after region with <e2> bombs </e2> and artillery.
Message-Topic(e2,e1)	Electroconvulsive <e1> therapy </e1> has been depicted in several fictional and semi-fictional <e2> films </e2>, books, and songs.
Component-Whole(e1,e2)	The <e1> muscularis </e1> of the <e2> stomach </e2> is thicker than that elsewhere.
Component-Whole(e2,e1)	Cordgo has developed a nifty little headphone winder to prevent your <e1> headphone </e1> <e2> cords </e2> from tangling as you as you move about during the day.
Member-Collection(e2,e1)	Of course the proble is Christmas just passed so I've got a brand new <e1> pile </e1> of unread <e2> books </e2> to contend with.
Other	This ordinance was a result of the <e1> bond </e1> of profit <e2> agents </e2> getting angry over the recent expansion of the Broward County Pretrial program.
Member-Collection(e2,e1)	The current Swiss Confederation was created in 1802 as a <e1> confederation </e1> of various multi-ethnic <e2> cantons </e2>, which all have their own characteristics.
Component-Whole(e2,e1)	The <e1> table </e1> summarises the <e2> results </e2> for the remaining 567 women.
Cause-Effect(e1,e2)	No water enters the inside of the dishwasher, and the <e1> motor </e1> makes a <e2> sound </e2> as if under strain.
Other	The vessel went down in a typhoon and the <e1> man </e1> was discovered inside a cork <e2> buffer </e2> used to prevent damage to the ship during docking.
Message-Topic(e1,e2)	The approved fireworks exhibition <e1> rules </e1> involve stricter display <e2> guidelines </e2>.
Entity-Origin(e1,e2)	My <e1> evidence </e1> from two <e2> weeks </e2> ago proves the situation has changed from the time of their evidence.
Message-Topic(e1,e2)	This comprehensive <e1> book </e1> discusses both the human and the natural <e2> history </e2> of the islands of California.
Component-Whole(e1,e2)	Metals, on the other hand, reflect these radio waves, a characteristic very cleverly put to use in the <e1> walls </e1> of the <e2> microwave </e2> such that no waves escape.
Component-Whole(e1,e2)	The <e1> spring </e1> of the <e2> gravimeter </e2> must extend some more to accommodate the larger weight.
Other	Walking trails, fire pit and a tree <e1> fort </e1> in the <e2> woods </e2> have encouraged him to spend time outside.
Entity-Destination(e1,e2)	The scientists placed the <e1> substance </e1> in a tiny <e2> capsule </e2> which gets channelled into cancer cells, and is then "unpacked" with a laser impulse.
Member-Collection(e2,e1)	Jackson wasn't to be outdone and was rewarded with a <e1> leap </e1> of three <e2> leopards </e2>, which he watched with his guests for an amazing five hours.
Entity-Origin(e1,e2)	Meanwhile the <e1> appellant </e1> had left the <e2> house </e2>.
Entity-Destination(e1,e2)	These <e1> people </e1> have journeyed into a <e2> mountain </e2> that is over 2,000 m high.
Other	A cutting tool of the <e1> sort </e1> used for deep hole <e2> drilling </e2> has a cutting head mounted on a shank.
Product-Producer(e1,e2)	The invisible hand, also known as the invisible hand of the market, is a <e1> metaphor </e1> first coined by the <e2> economist </e2> in The Theory of Moral Sentiments.
Content-Container(e2,e1)	I have a large <e1> garbage bag </e1> full of <e2> clothes </e2> for a teen or preteen girl.
Product-Producer(e1,e2)	These <e1> lines </e1> from the pen of a nineteenth-century <e2> poet </e2> Rupchand Pakshi describe the city of Calcutta as a city of machines.
Member-Collection(e2,e1)	It seems really nasty to have an <e1> army </e1> of <e2> caterpillars </e2> infest a fruit tree.
Cause-Effect(e2,e1)	The <e1> fluctuations </e1> are caused by state and federal <e2> taxes </e2>, distance from refineries to filling stations and environmental laws.
Product-Producer(e1,e2)	I just got in the mail a newly published <e1> book </e1> by an old <e2> friend </e2> of mine, Gordon Goldstein.
Entity-Destination(e1,e2)	The <e1> balances </e1> were imported into the small business <e2> accounting </e2> correctly.
Entity-Destination(e1,e2)	An unofficial technical <e1> information </e1> has been leaked to the <e2> public </e2>.
Cause-Effect(e2,e1)	<e1> Rabies </e1> is caused by a <e2> virus </e2> that is usually contracted through the saliva of an infected animal.
Content-Container(e2,e1)	The <e1> hamper </e1> was full of high-quality sweet <e2> biscuits </e2>, chocolates, cakes and puddings, shortbread, pickles, teas and wine.
Product-Producer(e2,e1)	Jillian Palmer came from a comfortably-off Portsmouth <e1> family </e1>, who manufactured the renowned range of Victory <e2> brushes </e2>.
Cause-Effect(e2,e1)	An <e1> accident </e1> has been caused by the <e2> fog </e2>.
